id,horario_trabalho,biorritmo,nivel_escolaridade,gosta_ler,lugar_animado,gosta_cinema,animal_estimacao,cozinha,esporte,dieta_especial,fumador,recebe_visitas,organizada_relaxada,musica_tipo,musica_alto,plano_perfeito,instrumento
2495,manha,madrugador,superior,sim,nao,nao,sim,pedir,sim,nao,nao,sim,organizada,sertanejo,nao,sair,nao
2496,noite,noturno,fundamental,nao,nao,nao,nao,pedir,nao,sim,sim,sim,relaxada,funk,sim,sair,sim
2497,noite,madrugador,medio,sim,sim,sim,nao,pedir,sim,sim,sim,nao,relaxada,funk,nao,sair,sim
2498,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
2499,manha,noturno,medio,nao,sim,nao,nao,pedir,nao,nao,nao,sim,organizada,funk,sim,casa,sim
2500,noite,madrugador,medio,nao,nao,sim,nao,pedir,sim,sim,nao,sim,organizada,funk,sim,sair,sim
2501,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,rock,sim,sair,sim
2502,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,sim,sim,organizada,sertanejo,sim,casa,nao
2503,noite,noturno,medio,sim,sim,nao,nao,pedir,nao,nao,sim,sim,relaxada,funk,sim,sair,sim
2504,noite,noturno,medio,sim,sim,sim,nao,cozinhar,sim,nao,sim,sim,relaxada,funk,sim,sair,sim
2505,noite,noturno,superior,nao,nao,nao,sim,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
2506,manha,madrugador,superior,sim,sim,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
2507,manha,madrugador,medio,sim,nao,sim,sim,cozinhar,nao,sim,nao,sim,organizada,rock,nao,casa,nao
2508,noite,noturno,medio,nao,sim,nao,sim,pedir,nao,sim,sim,sim,relaxada,funk,sim,sair,sim
2509,noite,madrugador,superior,nao,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,classica,sim,casa,sim
2510,noite,noturno,superior,nao,sim,sim,nao,pedir,nao,sim,sim,sim,relaxada,funk,nao,sair,sim
2511,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
2512,noite,noturno,superior,nao,sim,nao,nao,cozinhar,sim,sim,sim,nao,relaxada,classica,sim,casa,sim
2513,noite,noturno,fundamental,nao,nao,sim,sim,cozinhar,nao,sim,nao,nao,organizada,rock,nao,casa,nao
2514,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,nao,sair,sim
2515,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,rock,nao,casa,nao
2516,manha,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,sim
2517,noite,madrugador,superior,nao,sim,nao,sim,pedir,sim,sim,sim,nao,relaxada,funk,sim,sair,nao
2518,noite,noturno,superior,nao,sim,nao,sim,cozinhar,sim,sim,nao,nao,relaxada,classica,sim,casa,nao
2519,noite,madrugador,superior,nao,sim,nao,nao,pedir,sim,sim,nao,sim,organizada,classica,sim,sair,sim
2520,noite,noturno,superior,nao,sim,nao,sim,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,nao
2521,noite,noturno,fundamental,sim,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,rock,nao,casa,nao
2522,noite,noturno,superior,nao,sim,sim,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,casa,sim
2523,noite,madrugador,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
2524,noite,noturno,superior,nao,sim,nao,nao,cozinhar,sim,sim,sim,sim,organizada,rock,nao,sair,sim
2525,manha,noturno,superior,sim,nao,nao,nao,cozinhar,sim,sim,sim,sim,organizada,classica,sim,sair,sim
2526,noite,noturno,medio,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
2527,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,sim,nao,nao,relaxada,sertanejo,nao,casa,nao
2528,noite,noturno,superior,nao,nao,nao,nao,pedir,sim,sim,nao,sim,organizada,classica,sim,sair,sim
2529,noite,noturno,fundamental,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,nao
2530,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,sim,casa,nao
2531,noite,noturno,superior,sim,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,classica,nao,sair,sim
2532,manha,madrugador,medio,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
2533,manha,madrugador,superior,nao,nao,sim,sim,pedir,nao,sim,nao,nao,relaxada,sertanejo,nao,sair,nao
2534,noite,noturno,fundamental,sim,nao,nao,nao,cozinhar,sim,nao,nao,sim,organizada,rock,nao,casa,nao
2535,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,nao,sim,organizada,funk,sim,sair,sim
2536,noite,noturno,superior,nao,sim,nao,nao,cozinhar,nao,sim,sim,sim,organizada,classica,sim,sair,sim
2537,noite,madrugador,superior,sim,nao,nao,sim,cozinhar,sim,nao,nao,sim,organizada,sertanejo,nao,casa,nao
2538,manha,madrugador,superior,sim,nao,nao,sim,cozinhar,nao,sim,nao,nao,organizada,sertanejo,nao,sair,nao
2539,manha,madrugador,superior,sim,nao,nao,nao,cozinhar,sim,nao,nao,nao,organizada,sertanejo,nao,casa,nao
2540,manha,noturno,fundamental,sim,nao,nao,sim,cozinhar,nao,nao,nao,nao,relaxada,rock,nao,casa,nao
2541,noite,noturno,medio,sim,sim,sim,nao,pedir,nao,sim,sim,sim,relaxada,funk,sim,casa,sim
2542,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,sim,nao,sim,organizada,rock,nao,casa,nao
2543,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,funk,sim,casa,sim
2544,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,sim,sim,organizada,rock,nao,casa,nao
2545,noite,madrugador,medio,nao,sim,nao,nao,pedir,sim,sim,nao,nao,relaxada,funk,nao,sair,sim
2546,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,sim,relaxada,rock,nao,casa,nao
2547,manha,noturno,superior,sim,nao,sim,nao,cozinhar,sim,nao,sim,nao,organizada,rock,nao,casa,nao
2548,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,sertanejo,nao,sair,sim
2549,manha,madrugador,superior,nao,sim,sim,nao,pedir,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
2550,manha,madrugador,superior,nao,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,sim
2551,noite,noturno,superior,nao,sim,sim,nao,cozinhar,sim,sim,sim,sim,relaxada,classica,sim,casa,sim
2552,noite,noturno,superior,nao,sim,sim,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,sim
2553,manha,madrugador,fundamental,sim,nao,sim,sim,pedir,nao,sim,nao,nao,organizada,rock,nao,casa,nao
2554,manha,madrugador,fundamental,sim,nao,sim,sim,pedir,sim,nao,nao,nao,organizada,rock,sim,casa,nao
2555,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
2556,manha,madrugador,superior,sim,nao,nao,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
2557,manha,madrugador,superior,sim,sim,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,sim
2558,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,sim
2559,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,sertanejo,nao,casa,nao
2560,manha,madrugador,fundamental,sim,nao,sim,nao,cozinhar,sim,sim,nao,nao,organizada,rock,nao,casa,nao
2561,noite,madrugador,superior,nao,sim,nao,nao,pedir,nao,sim,nao,sim,relaxada,rock,nao,sair,sim
2562,noite,madrugador,superior,sim,nao,sim,sim,pedir,nao,sim,nao,nao,organizada,sertanejo,nao,casa,sim
2563,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
2564,noite,madrugador,fundamental,sim,nao,sim,nao,pedir,nao,nao,sim,sim,relaxada,rock,nao,casa,nao
2565,noite,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
2566,manha,noturno,superior,sim,nao,sim,nao,cozinhar,nao,nao,sim,sim,organizada,sertanejo,nao,casa,nao
2567,manha,noturno,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,rock,nao,casa,nao
2568,manha,madrugador,superior,sim,sim,nao,sim,pedir,sim,nao,sim,sim,relaxada,classica,nao,sair,sim
2569,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,sim,organizada,sertanejo,nao,casa,nao
2570,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,rock,sim,casa,nao
2571,manha,madrugador,fundamental,sim,nao,sim,nao,cozinhar,sim,nao,nao,nao,organizada,rock,nao,casa,nao
2572,noite,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,sim,organizada,rock,nao,casa,nao
2573,manha,madrugador,fundamental,sim,nao,sim,sim,pedir,nao,nao,nao,nao,relaxada,rock,sim,casa,nao
2574,noite,noturno,superior,nao,sim,sim,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
2575,manha,madrugador,superior,nao,sim,nao,nao,cozinhar,sim,sim,sim,nao,relaxada,classica,sim,sair,sim
2576,manha,noturno,medio,nao,nao,nao,nao,pedir,sim,nao,nao,sim,relaxada,classica,sim,sair,sim
2577,noite,noturno,superior,nao,sim,nao,sim,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
2578,noite,madrugador,medio,nao,sim,nao,nao,pedir,nao,sim,sim,sim,organizada,funk,sim,sair,sim
2579,noite,noturno,superior,nao,sim,sim,nao,pedir,nao,sim,sim,nao,relaxada,classica,sim,sair,sim
2580,noite,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,sim,sim,sim,organizada,rock,nao,sair,nao
2581,noite,madrugador,medio,nao,sim,nao,sim,cozinhar,sim,nao,sim,sim,relaxada,funk,nao,sair,sim
2582,noite,madrugador,superior,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,casa,nao
2583,manha,noturno,fundamental,nao,nao,sim,sim,cozinhar,nao,nao,sim,nao,organizada,rock,nao,casa,nao
2584,manha,madrugador,superior,sim,nao,sim,sim,pedir,nao,sim,nao,nao,organizada,sertanejo,nao,casa,nao
2585,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,classica,nao,casa,nao
2586,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,sim,organizada,sertanejo,nao,casa,nao
2587,noite,noturno,superior,sim,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,casa,sim
2588,noite,madrugador,fundamental,sim,nao,sim,sim,cozinhar,sim,nao,nao,sim,relaxada,rock,nao,casa,nao
2589,noite,madrugador,fundamental,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,casa,sim
2590,manha,madrugador,superior,nao,sim,nao,nao,cozinhar,sim,sim,sim,nao,organizada,sertanejo,sim,sair,sim
2591,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,funk,nao,casa,nao
2592,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,sertanejo,nao,casa,nao
2593,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,relaxada,rock,nao,casa,sim
2594,manha,madrugador,superior,sim,sim,nao,sim,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,sim
2595,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,casa,nao
2596,noite,noturno,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,sim
2597,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,sim,relaxada,rock,nao,sair,nao
2598,noite,noturno,fundamental,sim,sim,nao,sim,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
2599,manha,madrugador,fundamental,sim,nao,sim,nao,cozinhar,nao,nao,sim,sim,organizada,sertanejo,nao,casa,nao
2600,noite,madrugador,superior,sim,nao,nao,sim,cozinhar,nao,nao,nao,nao,relaxada,sertanejo,nao,casa,nao
2601,manha,noturno,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,rock,nao,casa,sim
2602,noite,madrugador,medio,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,rock,sim,sair,sim
2603,manha,madrugador,superior,sim,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,sertanejo,sim,casa,nao
2604,noite,noturno,superior,nao,nao,nao,nao,pedir,nao,sim,sim,sim,organizada,funk,sim,sair,sim
2605,manha,madrugador,superior,sim,nao,sim,sim,pedir,nao,sim,nao,nao,organizada,sertanejo,sim,casa,nao
2606,noite,noturno,superior,nao,sim,nao,sim,pedir,sim,sim,sim,nao,relaxada,classica,sim,sair,sim
2607,manha,madrugador,superior,sim,nao,nao,sim,pedir,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
2608,manha,noturno,fundamental,sim,sim,sim,nao,cozinhar,nao,nao,nao,sim,organizada,rock,sim,casa,nao
2609,noite,noturno,superior,sim,nao,nao,sim,pedir,sim,nao,nao,sim,relaxada,classica,sim,sair,sim
2610,manha,madrugador,superior,sim,sim,sim,sim,cozinhar,sim,nao,nao,sim,organizada,sertanejo,nao,sair,nao
2611,manha,madrugador,fundamental,sim,sim,sim,nao,cozinhar,nao,nao,nao,nao,organizada,rock,sim,casa,nao
2612,manha,noturno,fundamental,sim,nao,sim,nao,pedir,sim,nao,sim,nao,organizada,rock,nao,casa,nao
2613,manha,madrugador,fundamental,sim,nao,nao,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
2614,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,nao,sair,sim
2615,manha,madrugador,superior,nao,nao,sim,nao,pedir,sim,nao,nao,sim,organizada,sertanejo,sim,casa,nao
2616,noite,noturno,medio,sim,sim,nao,nao,cozinhar,sim,sim,sim,nao,organizada,classica,sim,sair,sim
2617,noite,noturno,superior,sim,nao,nao,nao,cozinhar,nao,sim,sim,sim,organizada,classica,sim,sair,sim
2618,noite,noturno,medio,nao,sim,nao,nao,pedir,nao,sim,nao,nao,relaxada,funk,nao,casa,sim
2619,manha,madrugador,superior,sim,sim,nao,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
2620,noite,madrugador,superior,sim,nao,sim,nao,cozinhar,nao,nao,sim,nao,organizada,sertanejo,nao,casa,nao
2621,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,sim,nao,sim,nao,organizada,rock,nao,casa,nao
2622,noite,noturno,medio,nao,nao,sim,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,sair,sim
2623,noite,noturno,medio,sim,nao,nao,nao,pedir,nao,sim,sim,sim,relaxada,funk,sim,sair,sim
2624,noite,madrugador,medio,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,sertanejo,nao,casa,nao
2625,manha,madrugador,fundamental,sim,nao,nao,sim,pedir,sim,nao,nao,sim,organizada,rock,nao,sair,nao
2626,noite,noturno,superior,nao,sim,sim,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
2627,noite,noturno,medio,sim,sim,nao,sim,cozinhar,sim,sim,nao,nao,relaxada,funk,nao,sair,sim
2628,noite,noturno,medio,sim,sim,sim,sim,pedir,nao,nao,nao,nao,organizada,sertanejo,nao,sair,nao
2629,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,sertanejo,nao,sair,nao
2630,noite,noturno,superior,sim,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,sim
2631,manha,noturno,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,sim,casa,nao
2632,manha,madrugador,fundamental,sim,nao,sim,sim,pedir,nao,sim,nao,nao,organizada,rock,nao,sair,nao
2633,noite,noturno,medio,sim,sim,nao,sim,pedir,nao,nao,sim,sim,relaxada,funk,sim,sair,sim
2634,manha,madrugador,fundamental,sim,sim,nao,sim,cozinhar,nao,nao,nao,nao,relaxada,classica,nao,casa,nao
2635,noite,noturno,superior,nao,sim,sim,sim,pedir,sim,sim,nao,nao,relaxada,classica,nao,casa,sim
2636,manha,noturno,fundamental,sim,nao,sim,sim,cozinhar,sim,nao,sim,nao,organizada,funk,nao,casa,nao
2637,manha,madrugador,fundamental,sim,nao,sim,sim,pedir,sim,nao,nao,nao,relaxada,rock,nao,casa,nao
2638,noite,noturno,superior,nao,sim,nao,sim,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
2639,noite,noturno,superior,sim,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,classica,sim,sair,sim
2640,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,sair,nao
2641,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,nao,sim,nao,organizada,classica,sim,sair,sim
2642,noite,madrugador,medio,nao,sim,sim,nao,pedir,nao,sim,sim,sim,relaxada,funk,sim,casa,sim
2643,noite,noturno,medio,sim,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,funk,nao,casa,sim
2644,manha,madrugador,superior,nao,nao,sim,sim,pedir,nao,nao,sim,nao,relaxada,sertanejo,nao,casa,sim
2645,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,sertanejo,sim,casa,nao
2646,noite,noturno,medio,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
2647,manha,madrugador,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,nao,sair,sim
2648,manha,noturno,superior,sim,nao,nao,sim,cozinhar,nao,nao,nao,sim,organizada,sertanejo,nao,sair,nao
2649,noite,noturno,superior,nao,sim,sim,sim,cozinhar,sim,sim,nao,sim,relaxada,classica,sim,casa,sim
2650,noite,noturno,superior,nao,nao,nao,sim,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,nao
2651,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,classica,sim,sair,nao
2652,noite,noturno,fundamental,sim,nao,sim,nao,cozinhar,sim,sim,nao,sim,relaxada,rock,nao,casa,nao
2653,noite,noturno,medio,nao,sim,sim,nao,pedir,nao,sim,nao,sim,organizada,funk,sim,casa,sim
2654,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
2655,manha,madrugador,superior,sim,sim,sim,sim,cozinhar,nao,nao,sim,nao,organizada,sertanejo,nao,sair,nao
2656,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,rock,nao,casa,nao
2657,noite,noturno,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
2658,noite,noturno,superior,nao,nao,nao,nao,pedir,sim,sim,sim,nao,relaxada,classica,sim,sair,sim
2659,manha,madrugador,superior,nao,nao,sim,sim,cozinhar,sim,sim,nao,nao,organizada,sertanejo,nao,casa,sim
2660,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,funk,nao,sair,sim
2661,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,sim
2662,noite,noturno,superior,sim,sim,sim,nao,pedir,nao,nao,sim,sim,relaxada,classica,sim,sair,sim
2663,manha,noturno,fundamental,sim,nao,nao,sim,cozinhar,sim,nao,nao,nao,organizada,rock,nao,casa,nao
2664,manha,madrugador,fundamental,sim,nao,sim,sim,pedir,nao,sim,nao,nao,organizada,sertanejo,nao,casa,nao
2665,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,sim,nao,organizada,rock,sim,casa,nao
2666,manha,noturno,medio,sim,sim,sim,nao,pedir,sim,nao,nao,sim,relaxada,funk,sim,sair,sim
2667,manha,madrugador,medio,sim,nao,sim,nao,cozinhar,sim,nao,sim,nao,organizada,funk,nao,casa,nao
2668,noite,noturno,medio,sim,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,funk,sim,sair,sim
2669,manha,madrugador,fundamental,sim,sim,sim,nao,pedir,nao,nao,nao,nao,relaxada,funk,nao,casa,nao
2670,noite,noturno,medio,sim,nao,nao,nao,cozinhar,sim,nao,sim,sim,relaxada,rock,sim,sair,sim
2671,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,classica,sim,sair,sim
2672,noite,noturno,medio,nao,nao,sim,sim,pedir,nao,nao,sim,sim,relaxada,funk,sim,casa,nao
2673,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,nao,sair,sim
2674,manha,madrugador,superior,sim,nao,sim,sim,pedir,nao,nao,nao,sim,relaxada,sertanejo,nao,casa,nao
2675,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,funk,nao,sair,sim
2676,manha,madrugador,fundamental,nao,nao,sim,sim,pedir,sim,nao,nao,nao,relaxada,sertanejo,nao,casa,sim
2677,noite,noturno,medio,sim,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,funk,sim,sair,sim
2678,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,sim,casa,nao
2679,noite,madrugador,superior,nao,nao,nao,sim,pedir,sim,nao,sim,sim,organizada,classica,nao,sair,sim
2680,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,relaxada,rock,nao,casa,nao
2681,manha,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
2682,noite,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
2683,manha,madrugador,medio,sim,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,rock,nao,casa,nao
2684,noite,madrugador,medio,sim,nao,nao,sim,pedir,nao,sim,sim,nao,relaxada,classica,sim,sair,sim
2685,noite,madrugador,medio,nao,sim,nao,nao,pedir,sim,nao,nao,sim,relaxada,funk,sim,sair,sim
2686,noite,madrugador,fundamental,nao,nao,sim,nao,cozinhar,nao,nao,nao,sim,organizada,rock,nao,casa,nao
2687,noite,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,organizada,classica,sim,sair,sim
2688,manha,madrugador,fundamental,sim,sim,sim,sim,cozinhar,sim,nao,nao,nao,relaxada,rock,nao,sair,nao
2689,noite,madrugador,superior,nao,nao,nao,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,sim,casa,sim
2690,noite,madrugador,superior,nao,sim,nao,sim,pedir,nao,sim,sim,sim,organizada,classica,sim,sair,sim
2691,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,funk,nao,sair,sim
2692,manha,noturno,superior,sim,nao,nao,sim,cozinhar,sim,nao,nao,nao,organizada,rock,nao,casa,nao
2693,noite,madrugador,superior,sim,nao,sim,nao,cozinhar,nao,sim,nao,nao,relaxada,rock,nao,casa,nao
2694,noite,noturno,superior,nao,sim,nao,nao,cozinhar,sim,sim,sim,sim,relaxada,classica,nao,sair,sim
2695,manha,madrugador,fundamental,sim,nao,nao,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,sim,casa,nao
2696,manha,noturno,superior,nao,sim,nao,nao,cozinhar,nao,nao,sim,sim,relaxada,classica,sim,casa,sim
2697,manha,madrugador,medio,nao,nao,sim,sim,cozinhar,nao,nao,nao,sim,organizada,sertanejo,sim,casa,nao
2698,noite,noturno,superior,nao,sim,nao,sim,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,nao
2699,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,sim,sim,nao,organizada,rock,nao,sair,nao
2700,noite,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,classica,nao,casa,sim
2701,manha,madrugador,superior,sim,sim,nao,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,sim
2702,manha,noturno,superior,sim,nao,sim,sim,pedir,nao,nao,nao,sim,organizada,sertanejo,nao,casa,nao
2703,manha,madrugador,medio,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,rock,nao,casa,nao
2704,noite,madrugador,fundamental,sim,nao,nao,nao,cozinhar,nao,sim,nao,nao,relaxada,classica,sim,sair,nao
2705,manha,noturno,medio,nao,sim,nao,nao,pedir,nao,nao,sim,sim,relaxada,sertanejo,sim,sair,nao
2706,noite,noturno,medio,sim,nao,nao,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,sair,sim
2707,manha,madrugador,superior,sim,nao,sim,sim,pedir,sim,nao,nao,nao,organizada,sertanejo,nao,casa,nao
2708,noite,noturno,superior,nao,nao,nao,nao,pedir,sim,nao,sim,sim,organizada,classica,sim,sair,sim
2709,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
2710,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,nao,sair,sim
2711,noite,noturno,medio,nao,sim,sim,nao,pedir,sim,sim,nao,sim,relaxada,classica,sim,casa,sim
2712,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,nao,sim,relaxada,funk,sim,sair,sim
2713,manha,madrugador,fundamental,sim,nao,nao,nao,cozinhar,nao,sim,nao,nao,organizada,rock,sim,sair,nao
2714,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,nao,nao,sim,organizada,funk,sim,casa,sim
2715,manha,madrugador,superior,sim,nao,sim,nao,pedir,nao,nao,nao,nao,organizada,rock,nao,sair,nao
2716,noite,madrugador,superior,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,classica,nao,sair,nao
2717,manha,noturno,medio,sim,sim,sim,sim,cozinhar,nao,nao,nao,sim,organizada,sertanejo,sim,casa,nao
2718,manha,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,nao
2719,noite,noturno,medio,sim,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,sair,sim
2720,manha,madrugador,superior,sim,sim,sim,sim,cozinhar,nao,nao,nao,sim,organizada,rock,nao,casa,sim
2721,manha,madrugador,superior,nao,sim,sim,nao,cozinhar,sim,sim,sim,sim,organizada,classica,sim,sair,sim
2722,noite,noturno,fundamental,sim,nao,sim,sim,cozinhar,sim,nao,sim,sim,relaxada,rock,nao,casa,nao
2723,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,nao
2724,manha,madrugador,fundamental,sim,nao,sim,nao,cozinhar,nao,sim,nao,sim,organizada,rock,nao,sair,nao
