id,horario_trabalho,biorritmo,nivel_escolaridade,gosta_ler,lugar_animado,gosta_cinema,animal_estimacao,cozinha,esporte,dieta_especial,fumador,recebe_visitas,organizada_relaxada,musica_tipo,musica_alto,plano_perfeito,instrumento
6426,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,rock,nao,sair,nao
6427,noite,noturno,superior,nao,sim,sim,sim,pedir,nao,sim,sim,sim,organizada,classica,sim,sair,sim
6428,noite,madrugador,fundamental,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,funk,nao,casa,nao
6429,noite,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,casa,sim
6430,manha,madrugador,superior,sim,nao,nao,sim,pedir,nao,sim,nao,nao,organizada,sertanejo,nao,casa,nao
6431,noite,noturno,fundamental,sim,nao,sim,sim,cozinhar,nao,sim,sim,sim,organizada,rock,sim,casa,nao
6432,manha,madrugador,fundamental,nao,nao,sim,sim,cozinhar,nao,nao,sim,sim,organizada,rock,nao,casa,nao
6433,noite,noturno,superior,nao,nao,nao,nao,pedir,nao,sim,sim,sim,organizada,funk,sim,casa,sim
6434,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,sim,casa,nao
6435,noite,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,rock,nao,casa,nao
6436,noite,noturno,fundamental,nao,sim,nao,sim,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,nao
6437,noite,noturno,superior,sim,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,classica,sim,sair,sim
6438,manha,madrugador,medio,nao,nao,sim,sim,cozinhar,nao,nao,nao,sim,organizada,rock,nao,casa,nao
6439,noite,noturno,medio,nao,nao,sim,sim,pedir,sim,sim,sim,sim,relaxada,funk,nao,sair,sim
6440,manha,madrugador,superior,sim,sim,sim,sim,pedir,nao,nao,nao,sim,organizada,sertanejo,nao,casa,nao
6441,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,funk,nao,casa,nao
6442,noite,madrugador,medio,sim,nao,sim,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,casa,sim
6443,manha,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,sertanejo,sim,sair,sim
6444,noite,noturno,fundamental,sim,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,rock,nao,casa,nao
6445,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,sim,nao,nao,organizada,rock,nao,casa,nao
6446,manha,madrugador,fundamental,nao,nao,nao,nao,pedir,nao,sim,nao,sim,relaxada,funk,sim,sair,sim
6447,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,sim,nao,nao,relaxada,sertanejo,nao,casa,nao
6448,noite,noturno,superior,sim,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,nao
6449,noite,noturno,superior,nao,sim,nao,sim,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
6450,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,sim,nao,nao,sim,organizada,rock,sim,casa,nao
6451,manha,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,funk,sim,sair,sim
6452,noite,madrugador,medio,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,rock,nao,casa,nao
6453,noite,noturno,superior,sim,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
6454,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,sim
6455,noite,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,sim,organizada,sertanejo,nao,casa,sim
6456,noite,noturno,medio,nao,nao,sim,nao,pedir,sim,sim,nao,sim,organizada,funk,sim,sair,sim
6457,manha,madrugador,superior,sim,nao,sim,nao,pedir,nao,nao,sim,nao,organizada,sertanejo,nao,casa,nao
6458,noite,noturno,medio,sim,nao,nao,nao,cozinhar,sim,nao,sim,sim,relaxada,funk,sim,sair,sim
6459,manha,noturno,superior,sim,sim,sim,nao,cozinhar,nao,nao,nao,sim,organizada,rock,sim,sair,nao
6460,manha,noturno,medio,nao,sim,nao,nao,pedir,nao,sim,nao,sim,relaxada,funk,sim,casa,nao
6461,manha,madrugador,superior,nao,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,sim,casa,nao
6462,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,sim,nao,nao,organizada,sertanejo,nao,casa,nao
6463,noite,noturno,superior,sim,nao,sim,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
6464,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,sim,nao,sim,relaxada,sertanejo,sim,casa,nao
6465,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,sim,sim,nao,relaxada,rock,nao,sair,sim
6466,manha,madrugador,fundamental,nao,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,rock,nao,casa,nao
6467,manha,madrugador,medio,nao,sim,nao,nao,pedir,sim,sim,nao,sim,relaxada,funk,sim,casa,sim
6468,manha,madrugador,superior,sim,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
6469,manha,madrugador,superior,sim,sim,nao,nao,cozinhar,nao,sim,nao,nao,organizada,sertanejo,nao,casa,nao
6470,noite,noturno,superior,nao,nao,nao,nao,pedir,sim,sim,nao,sim,relaxada,sertanejo,sim,casa,nao
6471,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,nao,nao,sim,relaxada,funk,nao,sair,sim
6472,manha,madrugador,fundamental,nao,nao,sim,sim,cozinhar,nao,sim,nao,nao,relaxada,sertanejo,nao,casa,nao
6473,noite,noturno,fundamental,sim,sim,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
6474,noite,noturno,superior,nao,sim,sim,nao,pedir,sim,sim,sim,sim,organizada,funk,sim,casa,sim
6475,manha,madrugador,fundamental,sim,nao,sim,nao,cozinhar,sim,sim,nao,nao,organizada,rock,sim,sair,nao
6476,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,nao,casa,sim
6477,noite,madrugador,superior,sim,nao,nao,sim,cozinhar,nao,nao,nao,sim,relaxada,sertanejo,sim,casa,nao
6478,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,sair,sim
6479,manha,madrugador,fundamental,nao,nao,sim,nao,cozinhar,sim,nao,nao,sim,organizada,funk,nao,casa,nao
6480,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,rock,sim,sair,sim
6481,noite,madrugador,medio,sim,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,rock,nao,casa,sim
6482,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,sim,organizada,funk,nao,casa,nao
6483,noite,noturno,superior,nao,sim,sim,nao,pedir,sim,nao,sim,sim,organizada,classica,sim,sair,sim
6484,noite,madrugador,medio,nao,nao,sim,sim,pedir,sim,sim,sim,sim,relaxada,classica,nao,casa,sim
6485,manha,madrugador,fundamental,sim,sim,sim,nao,pedir,nao,nao,sim,nao,organizada,rock,nao,casa,nao
6486,noite,noturno,medio,sim,nao,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
6487,manha,noturno,fundamental,nao,nao,nao,nao,pedir,nao,nao,sim,nao,relaxada,funk,sim,sair,nao
6488,manha,madrugador,superior,sim,nao,sim,sim,pedir,sim,nao,sim,sim,organizada,sertanejo,nao,casa,nao
6489,manha,noturno,superior,nao,sim,nao,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,sair,sim
6490,noite,noturno,medio,nao,nao,nao,nao,pedir,nao,sim,nao,sim,relaxada,funk,sim,sair,sim
6491,manha,madrugador,superior,nao,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,sertanejo,sim,casa,nao
6492,noite,madrugador,fundamental,nao,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,classica,sim,sair,sim
6493,noite,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,organizada,classica,sim,sair,sim
6494,noite,noturno,superior,sim,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,funk,nao,casa,nao
6495,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,rock,nao,sair,sim
6496,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,rock,nao,casa,nao
6497,noite,noturno,medio,sim,nao,nao,sim,cozinhar,nao,sim,nao,sim,relaxada,funk,sim,sair,sim
6498,manha,madrugador,fundamental,sim,nao,sim,nao,pedir,nao,sim,nao,sim,organizada,rock,nao,casa,nao
6499,noite,noturno,superior,nao,nao,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,nao,sair,sim
6500,noite,noturno,medio,nao,sim,sim,nao,pedir,nao,sim,nao,sim,relaxada,funk,sim,sair,sim
6501,noite,madrugador,superior,nao,sim,nao,nao,pedir,sim,nao,nao,nao,relaxada,sertanejo,sim,sair,sim
6502,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,sertanejo,nao,casa,nao
6503,manha,noturno,fundamental,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,rock,sim,sair,nao
6504,noite,noturno,medio,nao,sim,sim,nao,pedir,sim,sim,nao,sim,relaxada,funk,sim,sair,sim
6505,noite,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,nao,relaxada,classica,nao,sair,sim
6506,manha,noturno,medio,sim,nao,sim,sim,cozinhar,nao,nao,nao,sim,organizada,rock,nao,casa,nao
6507,manha,madrugador,superior,sim,nao,sim,sim,pedir,sim,nao,sim,sim,organizada,sertanejo,nao,casa,nao
6508,manha,noturno,superior,nao,sim,nao,sim,cozinhar,sim,sim,sim,sim,relaxada,classica,sim,casa,sim
6509,noite,noturno,superior,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,classica,nao,sair,sim
6510,manha,noturno,medio,nao,nao,nao,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,casa,nao
6511,manha,noturno,fundamental,sim,nao,nao,sim,cozinhar,nao,sim,sim,nao,organizada,sertanejo,nao,sair,nao
6512,manha,madrugador,fundamental,nao,nao,sim,sim,pedir,nao,sim,nao,nao,relaxada,classica,nao,casa,nao
6513,noite,madrugador,medio,nao,sim,sim,nao,pedir,sim,sim,nao,sim,relaxada,funk,sim,sair,sim
6514,noite,noturno,medio,sim,sim,nao,nao,pedir,sim,sim,nao,sim,relaxada,funk,nao,casa,sim
6515,noite,madrugador,medio,sim,nao,sim,nao,pedir,nao,nao,sim,sim,relaxada,funk,nao,sair,sim
6516,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,sim,organizada,sertanejo,nao,sair,nao
6517,manha,madrugador,fundamental,sim,sim,sim,sim,pedir,sim,nao,nao,nao,organizada,rock,nao,casa,nao
6518,manha,noturno,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,sim
6519,manha,madrugador,superior,sim,nao,sim,sim,pedir,sim,nao,nao,sim,organizada,funk,nao,sair,nao
6520,noite,madrugador,superior,nao,sim,sim,nao,pedir,sim,sim,sim,nao,relaxada,funk,sim,sair,sim
6521,noite,noturno,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,sim,casa,nao
6522,noite,noturno,medio,nao,sim,nao,nao,pedir,nao,sim,nao,sim,relaxada,funk,nao,sair,sim
6523,noite,noturno,medio,nao,nao,nao,nao,pedir,sim,nao,sim,sim,organizada,funk,sim,sair,sim
6524,manha,noturno,fundamental,sim,nao,sim,nao,cozinhar,nao,sim,nao,sim,relaxada,rock,nao,casa,nao
6525,noite,madrugador,superior,nao,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,funk,sim,casa,sim
6526,noite,noturno,medio,nao,sim,sim,nao,pedir,sim,nao,nao,sim,relaxada,funk,sim,sair,sim
6527,manha,madrugador,fundamental,nao,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,sair,nao
6528,noite,noturno,superior,nao,sim,nao,nao,cozinhar,sim,sim,sim,nao,organizada,classica,sim,sair,nao
6529,manha,madrugador,medio,sim,nao,sim,sim,pedir,sim,nao,nao,sim,relaxada,classica,sim,casa,sim
6530,manha,madrugador,superior,nao,nao,sim,nao,pedir,sim,sim,nao,sim,relaxada,sertanejo,sim,sair,sim
6531,noite,noturno,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,sim,sair,sim
6532,manha,madrugador,superior,sim,sim,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
6533,noite,madrugador,medio,sim,sim,sim,nao,pedir,sim,sim,sim,sim,organizada,funk,sim,casa,sim
6534,noite,madrugador,fundamental,nao,nao,sim,sim,cozinhar,nao,sim,nao,nao,relaxada,sertanejo,nao,casa,nao
6535,noite,madrugador,fundamental,nao,sim,sim,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,sim
6536,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,funk,nao,sair,sim
6537,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,sertanejo,nao,casa,nao
6538,manha,madrugador,superior,nao,nao,sim,nao,cozinhar,nao,sim,sim,sim,organizada,sertanejo,sim,casa,nao
6539,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,sim,nao,sim,nao,organizada,rock,nao,casa,nao
6540,noite,madrugador,superior,nao,nao,sim,nao,pedir,nao,sim,sim,nao,relaxada,classica,nao,sair,sim
6541,noite,madrugador,medio,sim,nao,nao,sim,cozinhar,sim,sim,nao,sim,organizada,rock,nao,casa,nao
6542,manha,madrugador,fundamental,sim,nao,sim,nao,cozinhar,nao,nao,nao,nao,relaxada,rock,nao,sair,nao
6543,manha,madrugador,superior,sim,nao,nao,sim,pedir,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
6544,manha,madrugador,fundamental,sim,sim,sim,sim,cozinhar,sim,nao,sim,sim,organizada,rock,nao,casa,nao
6545,manha,madrugador,fundamental,sim,nao,sim,nao,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,sim
6546,manha,noturno,superior,sim,nao,sim,sim,cozinhar,nao,sim,nao,nao,relaxada,sertanejo,sim,sair,nao
6547,noite,noturno,medio,nao,sim,sim,nao,cozinhar,nao,sim,sim,sim,relaxada,rock,sim,casa,sim
6548,manha,madrugador,superior,sim,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
6549,manha,noturno,fundamental,nao,sim,nao,nao,pedir,sim,nao,sim,sim,organizada,funk,sim,sair,nao
6550,noite,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
6551,noite,madrugador,superior,nao,nao,sim,sim,pedir,sim,nao,nao,sim,organizada,sertanejo,nao,casa,nao
6552,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,rock,nao,casa,sim
6553,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
6554,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
6555,manha,madrugador,superior,sim,nao,nao,nao,cozinhar,sim,nao,nao,nao,organizada,sertanejo,sim,casa,nao
6556,manha,noturno,fundamental,sim,nao,nao,sim,cozinhar,nao,nao,sim,nao,relaxada,rock,nao,casa,sim
6557,manha,madrugador,superior,sim,nao,sim,sim,pedir,sim,nao,nao,nao,organizada,sertanejo,nao,casa,nao
6558,manha,noturno,superior,nao,nao,nao,nao,pedir,sim,sim,sim,nao,relaxada,classica,sim,sair,sim
6559,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,sim,nao,nao,sim,organizada,rock,nao,casa,nao
6560,manha,madrugador,superior,sim,sim,sim,nao,pedir,nao,nao,sim,sim,relaxada,funk,sim,casa,sim
6561,manha,madrugador,medio,sim,nao,sim,sim,cozinhar,nao,nao,sim,nao,organizada,sertanejo,nao,casa,nao
6562,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,sim,organizada,rock,sim,casa,nao
6563,manha,madrugador,superior,sim,nao,nao,sim,cozinhar,sim,nao,nao,nao,relaxada,sertanejo,nao,casa,nao
6564,noite,madrugador,superior,sim,nao,nao,sim,cozinhar,nao,sim,sim,nao,organizada,rock,nao,casa,sim
6565,noite,noturno,medio,nao,sim,sim,nao,pedir,nao,sim,nao,sim,relaxada,funk,sim,sair,sim
6566,manha,madrugador,superior,sim,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
6567,manha,madrugador,superior,sim,nao,sim,nao,cozinhar,sim,nao,nao,nao,organizada,rock,nao,casa,nao
6568,manha,noturno,medio,nao,sim,sim,nao,pedir,nao,sim,sim,sim,relaxada,funk,sim,sair,sim
6569,noite,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
6570,noite,madrugador,superior,nao,sim,nao,sim,pedir,sim,nao,sim,sim,relaxada,classica,sim,sair,sim
6571,noite,noturno,superior,nao,nao,sim,nao,pedir,sim,sim,sim,sim,organizada,rock,sim,sair,sim
6572,noite,noturno,superior,nao,sim,sim,nao,pedir,nao,sim,nao,sim,organizada,classica,sim,sair,sim
6573,noite,madrugador,medio,sim,nao,sim,sim,pedir,sim,nao,nao,sim,relaxada,rock,sim,casa,nao
6574,manha,noturno,fundamental,sim,nao,nao,nao,cozinhar,nao,sim,nao,nao,organizada,classica,nao,casa,nao
6575,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,sim,nao,nao,relaxada,sertanejo,sim,casa,nao
6576,noite,noturno,medio,sim,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,rock,sim,sair,sim
6577,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,sim,sim,organizada,classica,sim,sair,sim
6578,noite,noturno,medio,nao,nao,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,casa,nao
6579,noite,noturno,medio,nao,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
6580,noite,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,nao
6581,manha,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,rock,sim,casa,sim
6582,noite,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,classica,sim,sair,sim
6583,manha,madrugador,medio,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,sair,nao
6584,noite,noturno,medio,nao,nao,nao,nao,cozinhar,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
6585,manha,madrugador,fundamental,sim,nao,nao,nao,cozinhar,sim,nao,nao,nao,organizada,sertanejo,sim,sair,nao
6586,noite,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,sim,nao,nao,relaxada,rock,sim,casa,nao
6587,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,sim,nao,nao,nao,relaxada,sertanejo,sim,casa,nao
6588,manha,noturno,superior,nao,sim,nao,nao,pedir,nao,sim,sim,sim,organizada,funk,sim,sair,sim
6589,manha,noturno,superior,sim,nao,sim,sim,pedir,nao,nao,nao,nao,relaxada,sertanejo,nao,casa,nao
6590,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,sertanejo,sim,casa,sim
6591,manha,noturno,medio,nao,sim,sim,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,sair,sim
6592,noite,noturno,superior,sim,sim,sim,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
6593,noite,noturno,medio,nao,sim,sim,nao,pedir,sim,sim,sim,sim,organizada,classica,nao,sair,sim
6594,manha,madrugador,superior,sim,sim,nao,nao,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,casa,nao
6595,manha,noturno,superior,nao,sim,nao,nao,pedir,sim,nao,nao,sim,relaxada,funk,sim,sair,sim
6596,noite,noturno,superior,sim,sim,nao,nao,pedir,nao,sim,sim,sim,relaxada,funk,nao,sair,sim
6597,noite,noturno,fundamental,nao,sim,nao,nao,pedir,nao,sim,sim,sim,organizada,funk,sim,sair,sim
6598,noite,madrugador,medio,nao,sim,sim,nao,pedir,sim,sim,nao,sim,relaxada,funk,nao,casa,sim
6599,manha,madrugador,medio,sim,sim,sim,sim,cozinhar,nao,nao,sim,sim,relaxada,rock,nao,casa,sim
6600,noite,noturno,medio,sim,nao,sim,nao,pedir,sim,nao,sim,sim,relaxada,funk,nao,sair,sim
6601,manha,noturno,fundamental,sim,nao,sim,nao,pedir,sim,nao,nao,nao,organizada,rock,nao,casa,nao
6602,noite,noturno,medio,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
6603,noite,noturno,superior,nao,sim,sim,nao,cozinhar,sim,sim,sim,sim,relaxada,rock,sim,sair,sim
6604,manha,madrugador,superior,nao,nao,nao,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,sim
6605,manha,madrugador,fundamental,sim,nao,sim,sim,pedir,sim,nao,nao,sim,organizada,rock,sim,sair,nao
6606,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,sim,organizada,rock,nao,casa,nao
6607,noite,noturno,superior,nao,nao,sim,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
6608,noite,noturno,superior,sim,nao,nao,nao,cozinhar,sim,sim,nao,sim,relaxada,rock,nao,sair,sim
6609,noite,noturno,medio,nao,sim,sim,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,sair,sim
6610,noite,madrugador,superior,nao,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,classica,sim,sair,sim
6611,noite,madrugador,superior,nao,nao,sim,sim,cozinhar,sim,nao,nao,nao,organizada,sertanejo,nao,casa,nao
6612,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,sertanejo,nao,sair,nao
6613,noite,noturno,medio,sim,nao,nao,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,casa,nao
6614,manha,madrugador,medio,sim,sim,sim,nao,pedir,nao,nao,nao,nao,relaxada,rock,nao,sair,nao
6615,manha,madrugador,superior,nao,nao,sim,nao,pedir,nao,nao,nao,sim,organizada,sertanejo,nao,sair,nao
6616,manha,noturno,medio,sim,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,funk,sim,sair,sim
6617,manha,madrugador,superior,sim,nao,sim,nao,cozinhar,sim,nao,sim,nao,organizada,sertanejo,sim,casa,nao
6618,noite,madrugador,medio,sim,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,nao,sair,sim
6619,noite,noturno,superior,nao,sim,nao,nao,cozinhar,sim,nao,sim,sim,relaxada,sertanejo,sim,sair,sim
6620,manha,madrugador,fundamental,sim,nao,sim,nao,cozinhar,sim,sim,nao,nao,organizada,sertanejo,nao,casa,nao
6621,manha,madrugador,superior,sim,nao,nao,sim,pedir,nao,nao,nao,nao,organizada,sertanejo,sim,casa,nao
6622,noite,noturno,medio,sim,sim,nao,nao,pedir,sim,sim,nao,sim,relaxada,funk,sim,sair,nao
6623,manha,madrugador,superior,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,relaxada,sertanejo,nao,sair,nao
6624,manha,noturno,superior,sim,nao,sim,sim,cozinhar,sim,nao,nao,sim,organizada,rock,nao,casa,nao
6625,noite,noturno,superior,nao,sim,sim,nao,pedir,sim,sim,sim,nao,relaxada,classica,sim,sair,sim
6626,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,sim,nao,relaxada,classica,sim,sair,sim
6627,noite,noturno,superior,nao,nao,sim,sim,cozinhar,sim,sim,sim,nao,relaxada,classica,sim,sair,sim
6628,noite,madrugador,superior,nao,nao,nao,nao,pedir,sim,nao,sim,sim,organizada,classica,sim,sair,nao
6629,noite,noturno,medio,sim,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
6630,noite,noturno,superior,sim,nao,sim,sim,cozinhar,nao,sim,nao,nao,relaxada,sertanejo,nao,casa,nao
6631,noite,noturno,medio,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,funk,sim,sair,sim
6632,noite,madrugador,superior,nao,sim,sim,sim,cozinhar,nao,nao,nao,sim,organizada,sertanejo,nao,sair,nao
6633,manha,noturno,superior,sim,nao,sim,sim,pedir,nao,sim,sim,sim,relaxada,sertanejo,nao,casa,nao
6634,noite,noturno,superior,nao,nao,sim,sim,pedir,sim,nao,nao,nao,organizada,sertanejo,nao,casa,nao
6635,noite,noturno,superior,sim,nao,sim,nao,pedir,nao,nao,nao,nao,organizada,rock,sim,casa,sim
6636,manha,madrugador,medio,sim,sim,nao,nao,pedir,nao,nao,sim,nao,relaxada,rock,nao,casa,nao
6637,manha,madrugador,fundamental,sim,nao,sim,sim,pedir,nao,nao,nao,sim,organizada,rock,nao,casa,nao
6638,noite,madrugador,superior,sim,sim,nao,nao,cozinhar,sim,sim,sim,sim,organizada,classica,sim,sair,sim
6639,manha,madrugador,fundamental,sim,nao,sim,nao,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
6640,manha,madrugador,fundamental,sim,nao,nao,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,sim
6641,manha,madrugador,superior,sim,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,funk,nao,casa,sim
6642,noite,madrugador,superior,nao,nao,nao,sim,cozinhar,sim,nao,nao,nao,relaxada,classica,nao,casa,nao
6643,noite,noturno,medio,nao,sim,nao,nao,pedir,nao,nao,sim,sim,relaxada,classica,sim,sair,sim
6644,noite,noturno,superior,nao,sim,sim,nao,cozinhar,sim,sim,sim,nao,organizada,rock,sim,sair,nao
6645,noite,noturno,medio,sim,nao,nao,nao,pedir,sim,nao,sim,sim,relaxada,funk,sim,sair,sim
6646,manha,madrugador,superior,nao,nao,nao,sim,cozinhar,sim,sim,sim,nao,organizada,classica,nao,casa,nao
6647,manha,noturno,superior,sim,nao,sim,sim,cozinhar,sim,sim,nao,nao,organizada,sertanejo,sim,casa,nao
6648,manha,madrugador,fundamental,sim,nao,sim,sim,cozinhar,nao,nao,nao,nao,organizada,rock,nao,casa,nao
6649,noite,noturno,superior,nao,nao,sim,nao,pedir,sim,sim,sim,sim,relaxada,sertanejo,sim,sair,sim
6650,noite,madrugador,superior,sim,nao,sim,nao,pedir,nao,nao,sim,nao,relaxada,funk,nao,casa,nao
6651,manha,noturno,superior,nao,sim,nao,nao,pedir,sim,sim,sim,sim,relaxada,classica,sim,sair,sim
6652,manha,madrugador,fundamental,sim,nao,nao,sim,cozinhar,nao,sim,nao,nao,organizada,rock,nao,casa,nao
6653,noite,noturno,superior,nao,nao,sim,nao,pedir,sim,sim,sim,nao,relaxada,classica,sim,sair,sim
6654,manha,madrugador,superior,sim,nao,sim,sim,pedir,nao,nao,nao,nao,organizada,funk,nao,casa,nao
6655,manha,madrugador,superior,sim,sim,sim,nao,pedir,nao,nao,nao,sim,organizada,rock,nao,casa,nao
